2239,3883,3352,3603,,,,,,,,,,,
2215,3856,3342,3559,,,,,,,,,,,
2291,3895,3400,3671,,,,,,,,,,,
2256,3897,3364,3638,,,,,,,,,,,
2325,3903,3421,3700,,,,,,,,,,,
2309,3885,3437,3693,,,,,,,,,,,
2297,3895,3408,3686,,,,,,,,,,,
2304,3907,3435,3691,,,,,,,,,,,
2248,3885,3340,3630,,,,,,,,,,,
2271,3871,3390,3659,,,,,,,,,,,
2221,3879,3332,3583,,,,,,,,,,,
2208,3883,3331,3591,,,,,,,,,,,
2265,3879,3376,3641,,,,,,,,,,,
2220,3891,3357,3592,,,,,,,,,,,
2309,3888,3435,3665,,,,,,,,,,,
2281,3900,3414,3636,,,,,,,,,,,
2304,3907,3436,3680,,,,,,,,,,,
2312,3911,3416,3707,,,,,,,,,,,
2279,3864,3399,3653,,,,,,,,,,,
2302,3899,3420,3691,,,,,,,,,,,
2229,3856,3353,3609,,,,,,,,,,,
2243,3891,3375,3636,,,,,,,,,,,
2220,3876,3350,3567,,,,,,,,,,,
2202,3883,3327,3576,,,,,,,,,,,
2271,3876,3406,3653,,,,,,,,,,,
2246,3864,3375,3613,,,,,,,,,,,
2304,3907,3435,3696,,,,,,,,,,,
2300,3887,3427,3679,,,,,,,,,,,
2304,3903,3404,3695,,,,,,,,,,,
2311,3909,3443,3680,,,,,,,,,,,
2263,3865,3376,3655,,,,,,,,,,,
2291,3899,3395,3652,,,,,,,,,,,
2220,3872,3341,3575,,,,,,,,,,,
2240,3887,3341,3623,,,,,,,,,,,
2237,3864,3359,3595,,,,,,,,,,,
2215,3855,3342,3581,,,,,,,,,,,
2293,3901,3398,3648,,,,,,,,,,,
2251,3892,3391,3636,,,,,,,,,,,
2323,3899,3438,3707,,,,,,,,,,,
2311,3879,3439,3693,,,,,,,,,,,
2291,3884,3404,3675,,,,,,,,,,,
2307,3903,3416,3695,,,,,,,,,,,
2240,3887,3356,3609,,,,,,,,,,,
2261,3886,3358,3640,,,,,,,,,,,
2221,3879,3347,3567,,,,,,,,,,,
2211,3864,3339,3558,,,,,,,,,,,
2279,3872,3407,3647,,,,,,,,,,,
2243,3894,3379,3604,,,,,,,,,,,
2319,3903,3419,3688,,,,,,,,,,,
2294,3896,3435,3687,,,,,,,,,,,
2302,3902,3392,3687,,,,,,,,,,,
2318,3903,3412,3705,,,,,,,,,,,
2248,3887,3373,3632,,,,,,,,,,,
2280,3899,3380,3663,,,,,,,,,,,
2211,3872,3342,3581,,,,,,,,,,,
2243,3887,3367,3597,,,,,,,,,,,
2227,3887,3371,3598,,,,,,,,,,,
